Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
3,10/9/17,3,27-019,TOR_C,,STL,L-SO,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,23:25,0,0,14,8,63.6
4,10/11/17,4,27-021,TOR_C,@,ANA,L,0,0,0,-2,0,0,0,0,0,0,0,0,4,0,26,22:16,0,0,11,14,44
5,10/14/17,5,27-024,TOR_C,@,SJS,W,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,20:36,1,1,8,9,47.1
6,10/15/17,6,27-025,TOR_C,@,LAK,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,21,21:55,1,1,4,10,28.6
7,10/19/17,7,27-029,TOR_C,@,NYR,W,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,29,24:23:00,0,0,12,9,57.1
8,10/21/17,8,27-031,TOR_C,,SJS,W,1,2,3,2,0,1,0,0,0,2,0,0,2,50,24,20:10,0,0,11,12,47.8
9,10/24/17,9,27-034,TOR_C,,ARI,W,3,1,4,3,0,3,0,0,1,1,0,0,3,100,23,16:53,0,0,12,6,66.7
10,10/26/17,10,27-036,TOR_C,@,MIN,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,26,21:28,0,0,10,14,41.7
11,10/28/17,11,27-038,TOR_C,@,NSH,W,3,0,3,1,0,2,1,0,0,0,0,0,4,75,22,17:33,0,0,9,11,45
12,10/30/17,12,27-040,TOR_C,,VEG,W,2,0,2,1,2,1,1,0,0,0,0,0,7,28.6,21,19:52,0,1,11,12,47.8
13,11/2/17,13,27-043,TOR_C,@,WSH,L,1,1,2,0,0,0,1,0,0,1,0,0,6,16.7,26,19:17,0,0,9,8,52.9
14,11/5/17,14,27-046,TOR_C,,COL,W,0,1,1,-1,0,0,0,0,0,0,1,0,2,0,23,17:56,0,0,13,11,54.2
15,11/7/17,15,27-048,TOR_C,,EDM,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,25,21:27,0,0,15,6,71.4
